"GA","BMI","eta_base"
20.3,36.7,-2.53277879965205
20.4,36.7,-2.52650703540613
20.5,36.7,-2.52002471977546
20.6,36.7,-2.51333351231806
20.7,36.7,-2.50643552218031
20.8,36.7,-2.49933331620285
20.9,36.7,-2.49202991406294
21,36.7,-2.48452874785278
21.1,36.7,-2.47683365419441
21.2,36.7,-2.46894887800691
21.3,36.7,-2.46087903046733
21.4,36.7,-2.45262906749102
21.5,36.7,-2.4442042892591
21.6,36.7,-2.43561030753051
21.7,36.7,-2.42685301267883
21.8,36.7,-2.41793856335879
21.9,36.7,-2.40887336396117
22,36.7,-2.39966412602214
22.1,36.7,-2.39031807307591
22.2,36.7,-2.38084266225386
22.3,36.7,-2.37124548067945
22.4,36.7,-2.36153419142656
22.5,36.7,-2.35171645986801
22.6,36.7,-2.34179995137665
22.7,36.7,-2.33179233132529
22.8,36.7,-2.32170125950701
22.9,36.7,-2.31153435983895
23,36.7,-2.30129919549172
23.1,36.7,-2.2910032446067
23.2,36.7,-2.28065386462624
23.3,36.7,-2.270258270274
23.4,36.7,-2.25982351351354
23.5,36.7,-2.24935644702498
23.6,36.7,-2.2388637003388
23.7,36.7,-2.2283516674812
23.8,36.7,-2.21782647557011
23.9,36.7,-2.20729395283696
24,36.7,-2.19675962530161
24.1,36.7,-2.18622869561322
24.2,36.7,-2.17570600318472
24.3,36.7,-2.16519602529907
24.4,36.7,-2.15470286850639
24.5,36.7,-2.14423023057969
24.6,36.7,-2.13378139458537
24.7,36.7,-2.12335923527068
24.8,36.7,-2.11296619244786
24.9,36.7,-2.10260425113562
25,36.7,-2.09227496127452
10,36.8,-3.10816521276273
10.1,36.8,-3.09831924419209
10.2,36.8,-3.08847327562144
10.3,36.8,-3.0786273070508
10.4,36.8,-3.06878133848016
10.5,36.8,-3.05893536990951
10.6,36.8,-3.04908940133887
10.7,36.8,-3.03924343276823
10.8,36.8,-3.02939746419758
10.9,36.8,-3.01955149562694
11,36.8,-3.0097055270563
11.1,36.8,-2.99986021440581
11.2,36.8,-2.99001887447215
11.3,36.8,-2.98018610524863
11.4,36.8,-2.97036727797433
11.5,36.8,-2.96056850144134
11.6,36.8,-2.95079651814081
11.7,36.8,-2.941058613054
11.8,36.8,-2.9313625690661
11.9,36.8,-2.92171659700653
12,36.8,-2.9121292459441
12.1,36.8,-2.90260935255031
12.2,36.8,-2.89316598671702
12.3,36.8,-2.88380837531323
12.4,36.8,-2.87454585205462
12.5,36.8,-2.86538780657302
12.6,36.8,-2.85634362352889
12.7,36.8,-2.84742263872128
12.8,36.8,-2.83863409266663
12.9,36.8,-2.82998707590963
13,36.8,-2.82149049662206
13.1,36.8,-2.81315304404939
13.2,36.8,-2.80498313341509
13.3,36.8,-2.79698888386369
13.4,36.8,-2.78917809548549
13.5,36.8,-2.78155819862276
13.6,36.8,-2.77413623119855
13.7,36.8,-2.76691883277728
13.8,36.8,-2.75991220700937
13.9,36.8,-2.75312208860143
14,36.8,-2.74655375374744
14.1,36.8,-2.74021200116041
14.2,36.8,-2.73410111044671
14.3,36.8,-2.72822485978343
14.4,36.8,-2.72258652634025
14.5,36.8,-2.717188849876
14.6,36.8,-2.71203378056071
14.7,36.8,-2.70711945163912
14.8,36.8,-2.70244119352763
14.9,36.8,-2.69799375536728
15,36.8,-2.69377138616569
15.1,36.8,-2.68976783423897
15.2,36.8,-2.68597632896715
15.3,36.8,-2.68238962111807
15.4,36.8,-2.67900000029543
15.5,36.8,-2.67579928190356
15.6,36.8,-2.67277883644701
15.7,36.8,-2.66992962347721
15.8,36.8,-2.66724219223701
15.9,36.8,-2.66470669646618
16,36.8,-2.66231293880232
16.1,36.8,-2.66005038569816
16.2,36.8,-2.65790817557182
16.3,36.8,-2.65587516374473
16.4,36.8,-2.65393994828833
16.5,36.8,-2.65209088228448
16.6,36.8,-2.65031611093717
16.7,36.8,-2.64860360518679
16.8,36.8,-2.64694118113204
16.9,36.8,-2.64531653060393
17,36.8,-2.64371725720757
17.1,36.8,-2.64213090041899
17.2,36.8,-2.64054496567042
17.3,36.8,-2.63894695811578
17.4,36.8,-2.63732440759835
17.5,36.8,-2.63566490085243
17.6,36.8,-2.63395611361443
17.7,36.8,-2.63218583273164
17.8,36.8,-2.63034198722925
17.9,36.8,-2.62841268408652
18,36.8,-2.62638622454276
18.1,36.8,-2.62425112932334
18.2,36.8,-2.62199627109055
18.3,36.8,-2.61961232009732
18.4,36.8,-2.6170915010421
18.5,36.8,-2.61442637778994
18.6,36.8,-2.61160956419718
18.7,36.8,-2.60863385746906
18.8,36.8,-2.60549243855652
18.9,36.8,-2.60217890400673
19,36.8,-2.59868725825766
19.1,36.8,-2.59501193227944
19.2,36.8,-2.59114782381355
19.3,36.8,-2.58709028516793
19.4,36.8,-2.58283512612228
19.5,36.8,-2.57837865160778
19.6,36.8,-2.57371765935374
19.7,36.8,-2.56884942533844
19.8,36.8,-2.56377172803556
19.9,36.8,-2.55848286315143
20,36.8,-2.55298161480424
20.1,36.8,-2.54726726179158
20.2,36.8,-2.54133960360232
20.3,36.8,-2.53519892796696
20.4,36.8,-2.52884599964887
20.5,36.8,-2.52228208239992
20.6,36.8,-2.51550891794193
20.7,36.8,-2.50852869758502
20.8,36.8,-2.50134407033365
20.9,36.8,-2.49395813802881
21,36.8,-2.48637441492651
21.1,36.8,-2.47859681981255
21.2,36.8,-2.4706296797698
21.3,36.8,-2.46247768813907
21.4,36.8,-2.4541458829995
21.5,36.8,-2.44563964669599
21.6,36.8,-2.43696467315123
21.7,36.8,-2.4281269349026
21.8,36.8,-2.41913267276861
21.9,36.8,-2.40998837329813
22,36.8,-2.4007008110893
22.1,36.8,-2.39127721101986
22.2,36.8,-2.38172501911911
22.3,36.8,-2.37205181140842
22.4,36.8,-2.36226523985956
22.5,36.8,-2.35237295874327
22.6,36.8,-2.34238262233029
22.7,36.8,-2.33230188489136
22.8,36.8,-2.32213839511743
22.9,36.8,-2.31189976582359
23,36.8,-2.30159354907832
23.1,36.8,-2.29122721192092
23.2,36.8,-2.28080810069164
23.3,36.8,-2.27034341901206
23.4,36.8,-2.25984020774363
23.5,36.8,-2.24930530846438
23.6,36.8,-2.23874533960269
23.7,36.8,-2.22816668408269
23.8,36.8,-2.21757545792018
23.9,36.8,-2.20697747824452
24,36.8,-2.19637825997347
24.1,36.8,-2.1857829946541
24.2,36.8,-2.17519651059723
24.3,36.8,-2.16462327398375
24.4,36.8,-2.15406738026166
24.5,36.8,-2.1435325161019
24.6,36.8,-2.13302195346875
24.7,36.8,-2.12253855600739
24.8,36.8,-2.11208475242795
24.9,36.8,-2.10166251664705
25,36.8,-2.09127338750316
10,36.9,-3.11488781174041
10.1,36.9,-3.10499983656064
10.2,36.9,-3.09511186138086
10.3,36.9,-3.08522388620109
10.4,36.9,-3.07533591102131
10.5,36.9,-3.06544793584154
10.6,36.9,-3.05555996066176
10.7,36.9,-3.04567198548199
10.8,36.9,-3.03578401030221
10.9,36.9,-3.02589603512243
11,36.9,-3.01600805994266
11.1,36.9,-3.00612074472083
11.2,36.9,-2.99623742644262
11.3,36.9,-2.98636272732811
11.4,36.9,-2.97650204284316
11.5,36.9,-2.96666150600665
11.6,36.9,-2.9568478835365
11.7,36.9,-2.94706848464075
11.8,36.9,-2.93733111643139
11.9,36.9,-2.92764401396461
12,36.9,-2.918015750536
12.1,36.9,-2.90845518704384
12.2,36.9,-2.89897141760677
12.3,36.9,-2.88957369332058
12.4,36.9,-2.88027137212772
12.5,36.9,-2.87107386788681
12.6,36.9,-2.86199058948509
12.7,36.9,-2.85303089694839
12.8,36.9,-2.84420405501992
12.9,36.9,-2.83551917847117
13,36.9,-2.82698519970069
13.1,36.9,-2.81861083218073
13.2,36.9,-2.81040451536156
13.3,36.9,-2.80237439261446
13.4,36.9,-2.79452828825653
13.5,36.9,-2.78687365685682
13.6,36.9,-2.77941756056517
13.7,36.9,-2.77216666317275
13.8,36.9,-2.7651271925568
13.9,36.9,-2.75830490765069
14,36.9,-2.75170510887517
14.1,36.9,-2.74533261917006
14.2,36.9,-2.7391917423685
14.3,36.9,-2.73328628087435
14.4,36.9,-2.72761953608408
14.5,36.9,-2.7221942719833
14.6,36.9,-2.71701245810126
14.7,36.9,-2.71207218527256
14.8,36.9,-2.70736869904415
14.9,36.9,-2.70289666285296
15,36.9,-2.69865024000253
15.1,36.9,-2.69462309310489
15.2,36.9,-2.69080836583594
15.3,36.9,-2.68719872325946
15.4,36.9,-2.68378636927505
15.5,36.9,-2.68056303358295
15.6,36.9,-2.67752000098359
15.7,36.9,-2.67464814532434
15.8,36.9,-2.67193793014395
15.9,36.9,-2.6693794234781
16,36.9,-2.66696234226029
16.1,36.9,-2.66467606723915
16.2,36.9,-2.66250965112872
16.3,36.9,-2.66045186354633
16.4,36.9,-2.65849121685933
16.5,36.9,-2.65661597844549
16.6,36.9,-2.65481420780471
16.7,36.9,-2.65307379017328
16.8,36.9,-2.65138245594582
16.9,36.9,-2.64972781124923
17,36.9,-2.64809737398453
17.1,36.9,-2.64647859792366
17.2,36.9,-2.64485890279477
17.3,36.9,-2.64322570804768
17.4,36.9,-2.64156645782156
17.5,36.9,-2.63986865314665
17.6,36.9,-2.63811988405524
17.7,36.9,-2.63630785169053
17.8,36.9,-2.63442039937364
17.9,36.9,-2.63244554837971
18,36.9,-2.63037151424397
18.1,36.9,-2.62818673198771
18.2,36.9,-2.62587999373109
18.3,36.9,-2.62344197589014
18.4,36.9,-2.62086498127158
18.5,36.9,-2.61814165402643
18.6,36.9,-2.61526468829699
18.7,36.9,-2.61222696157446
18.8,36.9,-2.60902173509579
18.9,36.9,-2.60564268569408
19,36.9,-2.60208389809328
19.1,36.9,-2.5983398835495
19.2,36.9,-2.59440562009017
19.3,36.9,-2.59027654030922
19.4,36.9,-2.58594853427231
19.5,36.9,-2.5814179871966
19.6,36.9,-2.57668177709735
19.7,36.9,-2.57173726023883
19.8,36.9,-2.56658229538066
19.9,36.9,-2.56121525851518
20,36.9,-2.55563501404652
20.1,36.9,-2.54984092105824
20.2,36.9,-2.54383285932521
20.3,36.9,-2.53761119686386
20.4,36.9,-2.53117677872356
20.5,36.9,-2.52453094894213
20.6,36.9,-2.51767552952736
20.7,36.9,-2.51061279207536
20.8,36.9,-2.50334546587653
20.9,36.9,-2.49587673305786
21,36.9,-2.48821018816131
21.1,36.9,-2.48034983025866
21.2,36.9,-2.47230006671873
21.3,36.9,-2.46406567116833
21.4,36.9,-2.45565176197255
21.5,36.9,-2.44706380176226
21.6,36.9,-2.43830756474612
21.7,36.9,-2.42938910374749
21.8,36.9,-2.42031473987084
21.9,36.9,-2.41109103994547
22,36.9,-2.40172484017629
22.1,36.9,-2.39222336669492
22.2,36.9,-2.38259405461426
22.3,36.9,-2.37284446903926
22.4,36.9,-2.36298225102529
22.5,36.9,-2.35301504392669
22.6,36.9,-2.3429504910978
22.7,36.9,-2.33279623589293
22.8,36.9,-2.32255991608665
22.9,36.9,-2.31224913357762
23,36.9,-2.30187142951794
23.1,36.9,-2.29143426003047
23.2,36.9,-2.28094496053909
23.3,36.9,-2.27041072374895
23.4,36.9,-2.25983857960511
23.5,36.9,-2.24923535876918
23.6,36.9,-2.23860766875314
23.7,36.9,-2.22796188156471
23.8,36.9,-2.2173041023033
23.9,36.9,-2.20664013718185
24,36.9,-2.19597549020171
24.1,36.9,-2.18531534199355
24.2,36.9,-2.17466450995179
24.3,36.9,-2.16402744934091
24.4,36.9,-2.15340824469249
24.5,36.9,-2.14281057176108
24.6,36.9,-2.13223769159455
24.7,36.9,-2.12169245692168
24.8,36.9,-2.11117728553619
24.9,36.9,-2.10069414043829
25,36.9,-2.09024454955004
10,37,-3.12167464558942
10.1,37,-3.11174483344165
10.2,37,-3.10181502129388
10.3,37,-3.09188520914612
10.4,37,-3.08195539699835
10.5,37,-3.07202558485058
10.6,37,-3.06209577270281
10.7,37,-3.05216596055504
10.8,37,-3.04223614840727
10.9,37,-3.0323063362595
11,37,-3.02237652411173
11.1,37,-3.01244737565463
11.2,37,-3.00252224653748
11.3,37,-2.99260578137669
11.4,37,-2.98270339803444
11.5,37,-2.97282125192595
11.6,37,-2.96296613216547
11.7,37,-2.95314537035737
11.8,37,-2.94336679600996
11.9,37,-2.93363866657577
12,37,-2.92396957774671
12.1,37,-2.91436841281738
12.2,37,-2.90484428830279
12.3,37,-2.89540647769501
12.4,37,-2.88606436133286
12.5,37,-2.87682737547126
12.6,37,-2.86770495139379
12.7,37,-2.85870647152262
12.8,37,-2.84984122299728
12.9,37,-2.84111834298558
13,37,-2.83254678628241
13.1,37,-2.82413528875635
13.2,37,-2.81589231225399
13.3,37,-2.80782602254296
13.4,37,-2.79994426633667
13.5,37,-2.7922545206005
13.6,37,-2.78476386988063
13.7,37,-2.77747900036456
13.8,37,-2.77040616232584
13.9,37,-2.76355113709419
14,37,-2.75691924748669
14.1,37,-2.75051533883947
14.2,37,-2.74434373738201
14.3,37,-2.73840826791451
14.4,37,-2.73271225422975
14.5,37,-2.72725848270969
14.6,37,-2.72204894064236
14.7,37,-2.71708167777098
14.8,37,-2.71235185809837
14.9,37,-2.70785406272216
15,37,-2.70358237260654
15.1,37,-2.69953036802424
15.2,37,-2.69569111031183
15.3,37,-2.69205718219379
15.4,37,-2.68862070523039
15.5,37,-2.68537332678255
15.6,37,-2.68230624931139
15.7,37,-2.67941026432496
15.8,37,-2.67667575302268
15.9,37,-2.67409270110092
16,37,-2.67165074315387
16.1,37,-2.66933917759083
16.2,37,-2.66714697478653
16.3,37,-2.66506282201898
16.4,37,-2.66307514931621
16.5,37,-2.66117214171667
16.6,37,-2.65934177638094
16.7,37,-2.657571856206
16.8,37,-2.65585002924714
16.9,37,-2.65416381929196
17,37,-2.65250066190215
17.1,37,-2.65084792851033
17.2,37,-2.64919295650534
17.3,37,-2.64752308299767
17.4,37,-2.64582566978718
17.5,37,-2.64408813556479
17.6,37,-2.64229798802348
17.7,37,-2.64044284596712
17.8,37,-2.6385104703775
17.9,37,-2.63648880019048
18,37,-2.63436596860194
18.1,37,-2.63213032829386
18.2,37,-2.62977059404662
18.3,37,-2.62727744891292
18.4,37,-2.62464327201711
18.5,37,-2.62186078593702
18.6,37,-2.61892276324173
18.7,37,-2.61582215984926
18.8,37,-2.61255231542336
18.9,37,-2.60910698522392
19,37,-2.60548033240169
19.1,37,-2.60166694663959
19.2,37,-2.59766188439186
19.3,37,-2.59346065667921
19.4,37,-2.58905923199412
19.5,37,-2.58445407398053
19.6,37,-2.57964213908053
19.7,37,-2.57462086198515
19.8,37,-2.56938817988086
19.9,37,-2.56394254718676
20,37,-2.55828290673381
20.1,37,-2.55240869603236
20.2,37,-2.54631987328407
20.3,37,-2.54001688493218
20.4,37,-2.53350065445287
20.5,37,-2.52677260431075
20.6,37,-2.51983463494042
20.7,37,-2.51268909636478
20.8,37,-2.50533879630104
20.9,37,-2.49778699530298
21,37,-2.49003736633938
21.1,37,-2.4820939869088
21.2,37,-2.47396134280688
21.3,37,-2.46564428608722
21.4,37,-2.4571480135417
21.5,37,-2.44847806622802
21.6,37,-2.43964029678162
21.7,37,-2.43064083645267
21.8,37,-2.42148608477243
21.9,37,-2.4121826869916
22,37,-2.40273753948111
22.1,37,-2.39315786953769
22.2,37,-2.38345110154166
22.3,37,-2.37362478986542
22.4,37,-2.3636865648318
22.5,37,-2.35364405906255
22.6,37,-2.34350490517945
22.7,37,-2.33327673580427
22.8,37,-2.322967177979
22.9,37,-2.31258382286976
23,37,-2.30213420089606
23.1,37,-2.29162575744823
23.2,37,-2.28106581721757
23.3,37,-2.27046156217667
23.4,37,-2.25982001153804
23.5,37,-2.24914798523071
23.6,37,-2.23845208003413
23.7,37,-2.22773865722343
23.8,37,-2.21701381116547
23.9,37,-2.20628333734063
24,37,-2.1955527290177
24.1,37,-2.18482715609479
24.2,37,-2.17411142523376
24.3,37,-2.16340998096651
24.4,37,-2.1527268970921
24.5,37,-2.14206583863248
24.6,37,-2.13143005590298
24.7,37,-2.12082239089981
24.8,37,-2.11024525068413
24.9,37,-2.0997005875236
25,37,-2.0891899186077
10,37.1,-3.12852623715383
10.1,37.1,-3.11855475597854
10.2,37.1,-3.10858327480325
10.3,37.1,-3.09861179362797
10.4,37.1,-3.08864031245268
10.5,37.1,-3.07866883127739
10.6,37.1,-3.06869735010211
10.7,37.1,-3.05872586892682
10.8,37.1,-3.04875438775153
10.9,37.1,-3.03878290657624
11,37.1,-3.02881142540096
11.1,37.1,-3.01884061134705
11.2,37.1,-3.0088738372173
11.3,37.1,-2.99891576821238
11.4,37.1,-2.9889718427787
11.5,37.1,-2.97904823691567
11.6,37.1,-2.96915176032179
11.7,37.1,-2.95928976518567
11.8,37.1,-2.94947010159983
11.9,37.1,-2.93970104760103
12,37.1,-2.92999121946542
12.1,37.1,-2.92034952107182
12.2,37.1,-2.91078508951946
12.3,37.1,-2.90130721888465
12.4,37.1,-2.89192531009043
12.5,37.1,-2.88264881997596
12.6,37.1,-2.87348720040904
12.7,37.1,-2.86444985439605
12.8,37.1,-2.85554608966078
12.9,37.1,-2.84678506395526
13,37.1,-2.83817575265859
13.1,37.1,-2.82972691222359
13.2,37.1,-2.82144702508109
13.3,37.1,-2.81334427758292
13.4,37.1,-2.80542653702674
13.5,37.1,-2.79770130096216
13.6,37.1,-2.79017567451956
13.7,37.1,-2.7828563644707
13.8,37.1,-2.77574964167334
13.9,37.1,-2.76886130804144
14,37.1,-2.7621967069763
14.1,37.1,-2.75576070439828
14.2,37.1,-2.74955764712109
14.3,37.1,-2.74359138052914
14.4,37.1,-2.73786524899947
14.5,37.1,-2.73238205949824
14.6,37.1,-2.72714381548793
14.7,37.1,-2.72214852692589
14.8,37.1,-2.71739127956279
14.9,37.1,-2.71286657548799
15,37.1,-2.70856841665741
15.1,37.1,-2.7044903043355
15.2,37.1,-2.70062522085057
15.3,37.1,-2.6969656699188
15.4,37.1,-2.69350369409219
15.5,37.1,-2.69023086172339
15.6,37.1,-2.68713829626525
15.7,37.1,-2.68421671021753
15.8,37.1,-2.68145640577139
15.9,37.1,-2.67884728961491
16,37.1,-2.67637891733401
16.1,37.1,-2.67404050832972
16.2,37.1,-2.67182095396848
16.3,37.1,-2.66970886252003
16.4,37.1,-2.66769258500414
16.5,37.1,-2.66576022745096
16.6,37.1,-2.66389968801281
16.7,37.1,-2.66209869057839
16.8,37.1,-2.66034480419472
16.9,37.1,-2.6586254736411
17,37.1,-2.65692805547097
17.1,37.1,-2.65523984210867
17.2,37.1,-2.65354809193476
17.3,37.1,-2.65184006305145
17.4,37.1,-2.65010303825034
17.5,37.1,-2.64832435721405
17.6,37.1,-2.64649144862731
17.7,37.1,-2.64459185228569
17.8,37.1,-2.64261325016273
17.9,37.1,-2.64054350218598
18,37.1,-2.63837066254309
18.1,37.1,-2.63608300490772
18.2,37.1,-2.6336691698907
18.3,37.1,-2.63111984765025
18.4,37.1,-2.62842749185565
18.5,37.1,-2.62558490167101
18.6,37.1,-2.62258492625168
18.7,37.1,-2.61942059810196
18.8,37.1,-2.61608533347184
18.9,37.1,-2.61257296420751
19,37.1,-2.60887773004599
19.1,37.1,-2.60499429725646
19.2,37.1,-2.60091779887944
19.3,37.1,-2.5966438225219
19.4,37.1,-2.59216841326259
19.5,37.1,-2.58748811133173
19.6,37.1,-2.58259994975768
19.7,37.1,-2.57750143981774
19.8,37.1,-2.57219059528465
19.9,37.1,-2.56666594716378
20,37.1,-2.56092651487236
20.1,37.1,-2.554971812507
20.2,37.1,-2.54880187485566
20.3,37.1,-2.54241722494783
20.4,37.1,-2.53581886284596
20.5,37.1,-2.52900828760094
20.6,37.1,-2.52198747623364
20.7,37.1,-2.51475885535322
20.8,37.1,-2.50732530926317
20.9,37.1,-2.49969017510354
21,37.1,-2.49185720242938
21.1,37.1,-2.48383054532552
21.2,37.1,-2.47561476617387
21.3,37.1,-2.4672147936143
21.4,37.1,-2.45863590102497
21.5,37.1,-2.44988370604984
21.6,37.1,-2.44096413791063
21.7,37.1,-2.43188340444377
21.8,37.1,-2.4226479817668
21.9,37.1,-2.4132645917114
22,37.1,-2.40374018938822
22.1,37.1,-2.39408200317121
22.2,37.1,-2.38429744689014
22.3,37.1,-2.37439406436684
22.4,37.1,-2.36437947537358
22.5,37.1,-2.35426130198156
22.6,37.1,-2.344047166262
22.7,37.1,-2.3337446902861
22.8,37.1,-2.32336149054531
22.9,37.1,-2.31290514765518
23,37.1,-2.30238318148466
23.1,37.1,-2.29180302687353
23.2,37.1,-2.28117199796252
23.3,37.1,-2.27049726617367
23.4,37.1,-2.25978584016893
23.5,37.1,-2.24904452932678
23.6,37.1,-2.23827991987609
23.7,37.1,-2.22749836254145
23.8,37.1,-2.21670594113915
23.9,37.1,-2.20590844059902
24,37.1,-2.19511134363928
24.1,37.1,-2.1843198096075
24.2,37.1,-2.17353863461496
24.3,37.1,-2.16277225264302
24.4,37.1,-2.15202472694017
24.5,37.1,-2.1412997119778
24.6,37.1,-2.13060044752069
24.7,37.1,-2.11992976501449
24.8,37.1,-2.1092900609698
24.9,37.1,-2.09868327710371
25,37.1,-2.08811092005517
10,37.2,-3.13544308360107
10.1,37.2,-3.12543009963808
10.2,37.2,-3.11541711567509
10.3,37.2,-3.10540413171209
10.4,37.2,-3.0953911477491
10.5,37.2,-3.08537816378611
10.6,37.2,-3.07536517982312
10.7,37.2,-3.06535219586013
10.8,37.2,-3.05533921189714
10.9,37.2,-3.04532622793414
11,37.2,-3.03531324397115
11.1,37.2,-3.02530093026128
11.2,37.2,-3.01529267526606
11.3,37.2,-3.00529316297661
11.4,37.2,-2.99530785062983
11.5,37.2,-2.98534293301561
11.6,37.2,-2.97540523862293
11.7,37.2,-2.96550213843086
11.8,37.2,-2.95564150132242
11.9,37.2,-2.94583162412483
12,37.2,-2.93608114190473
12.1,37.2,-2.9263989773314
12.2,37.2,-2.91679428629456
12.3,37.2,-2.907276381661
12.4,37.2,-2.89785468314422
12.5,37.2,-2.88853866637388
12.6,37.2,-2.87933780200823
12.7,37.2,-2.87026151184415
12.8,37.2,-2.8613191223959
12.9,37.2,-2.85251981020598
13,37.2,-2.84387256944397
13.1,37.2,-2.83538617535319
13.2,37.2,-2.8270691291549
13.3,37.2,-2.81892963599144
13.4,37.2,-2.81097558195095
13.5,37.2,-2.8032144833735
13.6,37.2,-2.79565346417996
13.7,37.2,-2.78829924993255
13.8,37.2,-2.78115813027953
13.9,37.2,-2.77423592592532
14,37.2,-2.7675379990617
14.1,37.2,-2.76106923439951
14.2,37.2,-2.75483399754294
14.3,37.2,-2.74883615266687
14.4,37.2,-2.74307906293882
14.5,37.2,-2.73756555411543
14.6,37.2,-2.73229764426527
14.7,37.2,-2.72727330485215
14.8,37.2,-2.72248754663324
14.9,37.2,-2.71793479598695
15,37.2,-2.71360897915822
15.1,37.2,-2.70950352170054
15.2,37.2,-2.70561133023126
15.3,37.2,-2.70192483275559
15.4,37.2,-2.69843599611458
15.5,37.2,-2.69513631294988
15.6,37.2,-2.6920168310034
15.7,37.2,-2.68906818706393
15.8,37.2,-2.68628060761166
15.9,37.2,-2.68364392362371
16,37.2,-2.68114761497504
16.1,37.2,-2.6787808253557
16.2,37.2,-2.67653237042117
16.3,37.2,-2.67439078273023
16.4,37.2,-2.67234433759168
16.5,37.2,-2.6703810653247
16.6,37.2,-2.66848878837065
16.7,37.2,-2.66665515490727
16.8,37.2,-2.66486765827061
16.9,37.2,-2.663113667529
17,37.2,-2.66138046352492
17.1,37.2,-2.65965526297174
17.2,37.2,-2.65792524853906
17.3,37.2,-2.65617760261812
17.4,37.2,-2.65439953228955
17.5,37.2,-2.65257830152503
17.6,37.2,-2.65070126329828
17.7,37.2,-2.64875588169395
17.8,37.2,-2.64672976297458
17.9,37.2,-2.64461069135678
18,37.2,-2.64238664531721
18.1,37.2,-2.64004582281859
18.2,37.2,-2.63757679344026
18.3,37.2,-2.63497025491008
18.4,37.2,-2.63221873368753
18.5,37.2,-2.62931510370108
18.6,37.2,-2.62625228887049
18.7,37.2,-2.62302339646442
18.8,37.2,-2.61962191749724
18.9,37.2,-2.61604175857952
19,37.2,-2.61227723421267
19.1,37.2,-2.60832308543023
19.2,37.2,-2.6041745200371
19.3,37.2,-2.59982720040465
19.4,37.2,-2.59527724637599
19.5,37.2,-2.59052127294572
19.6,37.2,-2.58555638790659
19.7,37.2,-2.58038017730028
19.8,37.2,-2.57499072966389
19.9,37.2,-2.56938665076719
20,37.2,-2.56356703479177
20.1,37.2,-2.55753147059864
20.2,37.2,-2.55128006774012
20.3,37.2,-2.54481342401008
20.4,37.2,-2.53813261423536
20.5,37.2,-2.53123921223122
20.6,37.2,-2.52413526978291
20.7,37.2,-2.51682328826398
20.8,37.2,-2.50930622674229
20.9,37.2,-2.50158749712227
21,37.2,-2.49367092372334
21.1,37.2,-2.48556073539473
21.2,37.2,-2.47726156928271
21.3,37.2,-2.46877842879154
21.4,37.2,-2.46011666206375
21.5,37.2,-2.45128196150767
21.6,37.2,-2.44228033110943
21.7,37.2,-2.43311805346981
21.8,37.2,-2.42380167947074
21.9,37.2,-2.4143380057031
22,37.2,-2.40473404460545
22.1,37.2,-2.39499702554192
22.2,37.2,-2.38513435197189
22.3,37.2,-2.3751535573468
22.4,37.2,-2.36506225106851
22.5,37.2,-2.35486804483783
22.6,37.2,-2.34457855035556
22.7,37.2,-2.33420137932253
22.8,37.2,-2.32374413785978
22.9,37.2,-2.31321439621244
23,37.2,-2.30261966387909
23.1,37.2,-2.2919673653291
23.2,37.2,-2.28126480433279
23.3,37.2,-2.27051914194181
23.4,37.2,-2.25973737644771
23.5,37.2,-2.24892630685857
23.6,37.2,-2.23809250903286
23.7,37.2,-2.22724232332476
23.8,37.2,-2.21638182318019
23.9,37.2,-2.20551678315855
24,37.2,-2.19465267560768
24.1,37.2,-2.18379464950473
24.2,37.2,-2.1729474905906
24.3,37.2,-2.16211562247625
24.4,37.2,-2.15130309803976
24.5,37.2,-2.14051356138213
24.6,37.2,-2.12975024189773
24.7,37.2,-2.11901596066181
24.8,37.2,-2.10831310381459
24.9,37.2,-2.09764360270274
25,37.2,-2.08700895359482
10,37.3,-3.14242565807507
10.1,37.3,-3.13237133586352
10.2,37.3,-3.12231701365197
10.3,37.3,-3.11226269144042
10.4,37.3,-3.10220836922888
10.5,37.3,-3.09215404701733
10.6,37.3,-3.08209972480578
10.7,37.3,-3.07204540259424
10.8,37.3,-3.06199108038269
10.9,37.3,-3.05193675817114
11,37.3,-3.04188243595959
11.1,37.3,-3.03182878683702
11.2,37.3,-3.02177921344416
11.3,37.3,-3.01173841678723
11.4,37.3,-3.00171187111819
11.5,37.3,-2.99170578824203
11.6,37.3,-2.98172701366279
11.7,37.3,-2.97178293537462
11.8,37.3,-2.9618814392756
11.9,37.3,-2.95203083920805
12,37.3,-2.94223978725367
12.1,37.3,-2.93251722309684
12.2,37.3,-2.92287231964233
12.3,37.3,-2.91331440677201
12.4,37.3,-2.90385292121447
12.5,37.3,-2.89449735561444
12.6,37.3,-2.88525719764524
12.7,37.3,-2.87614188611884
12.8,37.3,-2.86716076456456
12.9,37.3,-2.85832302653998
13,37.3,-2.84963768322978
13.1,37.3,-2.84111352689231
13.2,37.3,-2.83275907576395
13.3,37.3,-2.82458255200211
13.4,37.3,-2.81659185870997
13.5,37.3,-2.80879452924272
13.6,37.3,-2.80119770453628
13.7,37.3,-2.79380812716797
13.8,37.3,-2.7866321038011
13.9,37.3,-2.77967547215518
14,37.3,-2.77294361143705
14.1,37.3,-2.76644142337266
14.2,37.3,-2.76017329058125
14.3,37.3,-2.75414309425279
14.4,37.3,-2.74835421456986
14.5,37.3,-2.74280949430419
14.6,37.3,-2.73751096457816
14.7,37.3,-2.73245655964111
